prdctClsfcNo,prdctClsfcNoNm,prdctClsfcNoEngNm,prdctClsfcNoNmDscrpt,,
99251116,융복합안전및구조용선박,Convergence safety and rescue water craft,"충돌, 좌초, 화재, 침몰 등의 해난사고를 당한 배를 구조하는 것을 목적으로 하는 배로, 배수·소화·응급수리 등의 구난작업을 할 수 있는 성능과 특수설비를 장치하고 있는 배 및 구명정, 구명뗏목 등을 포함함. '안전및구조용선박'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함",,
99251117,융복합군용선박,Convergence military watercraft,"군사용으로 사용되는 선박으로, 해상에서의 안전, 치안유지, 경비 및 경호, 전쟁 수행과 같은 목적에 적합하도록 제작된 선박이며, 잠수함, 항공모함, 경비정, 순찰선, 순양함, 지휘함, 공기부양정 등이 포함됨. '군용선박'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함",,
99251118,융복합휴양용선박,Convergence recreational watercraft,"스포츠, 유람 등 오락을 위한 용도로 제작된 비교적 소형의 동력선 또는 무동력선. '휴양용선박'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함",,
99251119,융복합선박용시스템및부조립품,Convergence marine craft systems and subassemblies,"선박에서 사용되는 각종 기구로서, 닻, 노, 밸러스트를 조절하는 장치, 방현재, 부표 및 각종 선박용 통신장치 및 선박용 훈련장비 등을 포함함. '선박용시스템및부조립품'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함",,
99251120,융복합특수선박,Convergence special purpose ships,"해상에서 특수한 목적을 수행하기 위해 제작된 선박으로, 어업에 관한 각종 지원선(어업용의 조사선, 단속선, 실습선, 지도선 등), 검역선, 기상관측선, 세관감시선, 청소선, 해양조사 및 수로측량선, 해저작업선 등을 포함함. '특수선박'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함.",,
99251315,융복합고정익항공기,Convergence powered fixed wing aircraft,사람이 타고 공중을 날 수 있는 탑승물 또는 운행체로 완전한 고정 날개을 가지고 있는 항공기. '고정익항공기'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함,,
99251316,융복합민간용및상용회전익항공기,Convergence civilian and commercial rotary wing aircraft,"회전날개를 기관으로 회전시켜 여기서 생기는 양력과 추진력으로 비행하는 항공기이며, 군수용은 제외함. '민간용및상용회전익항공기'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함",,
99251317,융복합군용고정익항공기,Convergence military fixed wing aircraft,"군에서 사용되는 모든 종류의 프로펠러 또는 제트엔진(터보프롭, 터보팬 포함)을 장착한 고정익 항공기. '군용고정익항공기'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함",,
99251318,융복합특수항공기,Convergence specialty aircraft,"고정익, 가변익, 회전익 등의 항공기를 제외한 특수한 용도의 비행체로, 비행선을 포함함. '특수항공기'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함",,
99251319,융복합군용회전익항공기,Convergence military rotary wing aircraft,군에서 사용된는 모든 종류의 회전익 항공기. '군용회전익항공기'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함,,
99251320,융복합레저용항공기,Convergence recreational aircraft,"스포츠, 유람 등 오락을 위해 특별히 설계한 비교적 소형의 비행체로, 행글라이더, 초경량 항공기, 패러글라이더 등을 포함함. '레저용항공기'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함",,
99251615,융복합페달자전거,Convergence pedal powered vehicles,사람이 올라타고 두 발로 페달을 밟아 바퀴를 돌리면서 앞으로 나아가게 만든 자전거. '페달자전거'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함,,
99251715,융복합와이퍼,Convergence windshield wipers,"차량 앞 유리의 빗방울이나 눈 등을 닦으며, 주행 중에 전방 시계(視界)를 유지하기 위한 창 닦는 장치로, 구조적으로는 내부에 장치된 전기모터로 금속 암을 움직이고, 그 앞 끝에 붙은 고무 블레이드로 닦게 되어있음. 본 분류에는 와이퍼 부품들도 포함됨. '와이퍼'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함",,
99251716,융복합차량성에제거장치,Convergence defrosting and defogging systems,외부 시야에 방해가 되는 차량의 내·외면에 발생하는 성에를 제거하기 위한 각종 장치. '차량성에제거장치'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함,,
99251717,융복합제동장치및부품,Convergence braking systems and components,"주행중인 차량을 감속 또는 정지시키고, 정지된 차량을 정지상태로 계속 유지시키기 위한 장치로서, 운전자의 조작력이나 보조동력에 의해 발생된 마찰력을 이용하여 자동차의 운동에너지를 열에너지 등으로 바꾸어 제동작용을 하게 됨. 본 분류는 항공기와 우주 비행체를 제외한 모든 운송기기에 사용되는 제동장치 및 구성품을 포함함. '제동장치및부품'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함",,
99251719,융복합차량휠및휠트림,Convergence wheels and wheel trims,"회전을 목적으로 축(軸)에 장치한 둥근 테 모양의 물체로, 타이어를 유지하기 위한 림부분과 휠을 허브에 장치하기 위한 디스크부분으로 구성되며, 트럭 및 버스용에서는 림부분에 사이드 림을 사용하여 타이어를 유지하고 타이어의 탈착을 용이하게 할 수 있도록 되어 있음. '차량휠및휠트림'와 다른 품명의 물품이 융복합된 물품. ※ 융복합제품이란 특정한 목적을 위해 연계할 필요성이 높은 2개 이상의 상품이 복합되어 새로운 기능을 구현하는 상품을 의미함. 따라서 단순히 여러상품을 일괄발주하는 형태는 포함되지 않으며 복합되는 품명에 따라 적용되는 관련 법령을 고려하여야 함",,
